Date,rented_bikes,temp_c,humidity_pct,wind_speed,snowfall_cm
11/9/18,31694,21.566666666666666,47.958333333333336,1.475,0
12/1/18,4111,-10.695833333333333,36.166666666666664,1.7666666666666666,0
12/10/18,26237,10.8125,53.25,1.2416666666666667,0
12/11/18,21003,8.033333333333333,53.375,1.1958333333333333,0
12/12/17,5496,-9.466666666666667,42.791666666666664,2.033333333333333,0
12/2/18,4813,-5.9875,39.708333333333336,2.775,0
12/3/18,13339,7.7875,44.458333333333336,1.4,0
12/4/18,22729,13.029166666666667,32.416666666666664,2.575,0
12/5/18,3034,14.220833333333333,85.20833333333333,0.9833333333333334,0
12/6/18,34544,21.179166666666667,66.25,1.6625,0
12/7/18,29428,26.775,81.41666666666667,1.5375,0
12/8/18,17498,30.691666666666666,59.625,1.5041666666666667,0
12/9/18,31809,22.529166666666665,51.916666666666664,1.3208333333333333,0
13/01/2018,3503,-4.558333333333334,63.791666666666664,0.8458333333333333,0.09166666666666667
13/02/2018,6267,-1.3333333333333333,53.833333333333336,2.6416666666666666,0
13/03/2018,15963,11.65,59.25,1.725,0
13/04/2018,23240,14.291666666666666,22.25,1.4,0
13/05/2018,25913,15.95,83.625,1.8083333333333333,0
13/06/2018,36149,21.975,63.708333333333336,1.4583333333333333,0
13/07/2018,30088,27.166666666666668,75.83333333333333,1.8541666666666667,0
13/08/2018,22827,30.270833333333332,69.375,1.425,0
13/09/2018,30991,23.441666666666666,62.291666666666664,1.225,0
13/10/2018,25542,12.395833333333334,55.666666666666664,1.0458333333333334,0
13/11/2018,21992,8.7625,52.958333333333336,0.9791666666666667,0
13/12/2017,6019,-8.616666666666667,41.166666666666664,1.7875,0
14/01/2018,4225,0.02083333333333327,65.75,1.0625,0
14/02/2018,6771,3.595833333333333,53.791666666666664,2.4291666666666667,0
14/03/2018,19180,16.775,60.041666666666664,2.2625,0
14/04/2018,6980,9.5875,75.16666666666667,1.8291666666666666,0
14/05/2018,27793,17.741666666666667,72.41666666666667,1.3916666666666666,0
14/06/2018,23818,21.65416666666667,74.375,1.1083333333333334,0
14/07/2018,25814,27.9125,70.16666666666667,1.8291666666666666,0
14/08/2018,23836,31.5,58.708333333333336,1.3916666666666666,0
14/09/2018,28199,23.4625,67.20833333333333,1.3041666666666667,0
14/10/2018,24349,12.995833333333334,58,1.375,0
14/11/2018,22707,9.695833333333333,55.625,1.1208333333333333,0
14/12/2017,6398,-6.870833333333334,42.541666666666664,0.8875000000000001,0
15/01/2018,6334,4.708333333333333,63.916666666666664,1.4791666666666667,0
15/02/2018,3484,-0.45,27.75,2.3833333333333333,0
15/03/2018,6227,13,91.29166666666667,2.0125,0
15/04/2018,10207,9.4125,67.70833333333333,2.3375,0
15/05/2018,28478,22.6875,56.458333333333336,1.0791666666666666,0
15/06/2018,33492,21.858333333333334,60.75,1.4041666666666668,0
15/07/2018,22790,28.266666666666666,69.91666666666667,1.6333333333333333,0
15/08/2018,18565,31.55,59.75,1.1166666666666667,0
15/09/2018,25079,23.2125,75.875,0.9916666666666667,0
15/10/2018,26198,15.091666666666667,70.41666666666667,1.3208333333333333,0
15/11/2018,21502,9.579166666666666,55.708333333333336,1.0208333333333333,0
15/12/2017,7198,-3.279166666666667,50.458333333333336,0.9833333333333334,0
16/01/2018,6705,3.279166666666667,59.458333333333336,0.7583333333333333,0
16/02/2018,2593,-1.0875000000000001,40.5,2.091666666666667,0
16/03/2018,15277,7.354166666666667,50.041666666666664,1.9,0
16/04/2018,23198,11.429166666666667,43.875,1.6,0
16/05/2018,6416,22.420833333333334,90.66666666666667,1.8,0
16/06/2018,34360,22.3,54.125,1.475,0
16/07/2018,26823,28.725,64.33333333333333,1.7166666666666668,0
16/08/2018,25329,30.154166666666665,53.166666666666664,1.6291666666666667,0
16/09/2018,14178,22.341666666666665,82.91666666666667,1.7458333333333333,0
16/10/2018,26956,14.475,55.625,1.2,0
16/11/2018,20660,9.008333333333333,63.333333333333336,1.675,0
16/12/2017,4632,-5.2875,46.333333333333336,2.9541666666666666,0
17/01/2018,6292,4.55,63.416666666666664,1.2291666666666667,0
17/02/2018,3118,-2.8916666666666666,26.875,2.720833333333333,0
17/03/2018,15389,6.383333333333334,47.916666666666664,1.5958333333333332,0
17/04/2018,22234,12.808333333333334,36.916666666666664,1.8125,0
17/05/2018,3521,21.1375,95.875,1.1666666666666667,0
17/06/2018,32487,22.733333333333334,67.125,1.425,0
17/07/2018,28435,28.083333333333332,65.41666666666667,1.7458333333333333,0
17/08/2018,28820,27.083333333333332,39.833333333333336,1.8041666666666667,0
17/09/2018,30290,22.329166666666666,64.66666666666667,2.0166666666666666,0
17/10/2018,26502,12.783333333333333,53.041666666666664,1.2208333333333334,0
17/11/2018,15689,4.983333333333333,53.333333333333336,1.4625,0
17/12/2017,3776,-7.0125,37.625,1.9041666666666666,0
18/01/2018,6383,2.316666666666667,62.541666666666664,1.875,0
18/02/2018,4562,-0.6791666666666667,26.5,1.2875,0
18/03/2018,9609,8.066666666666666,53.833333333333336,1.1708333333333334,0
18/04/2018,21670,12.379166666666666,35.416666666666664,1.9416666666666667,0
18/05/2018,16087,16.895833333333332,89.20833333333333,1.3041666666666667,0
18/06/2018,27541,24.8,55.875,1.5333333333333334,0
18/07/2018,27896,28.233333333333334,65.20833333333333,1.4,0
18/08/2018,26398,26.545833333333334,44.541666666666664,1.4041666666666668,0
18/09/2018,0,21.85,59.666666666666664,1.3291666666666666,0
18/10/2018,26504,12.595833333333333,59.666666666666664,1.125,0
18/11/2018,14319,5.875,47.083333333333336,1.1458333333333333,0
18/12/2017,2620,-1.9708333333333334,77,1.1833333333333333,2.4875
19/01/2018,7472,1.0541666666666667,40.875,1.6541666666666666,0
19/02/2018,7604,1.7291666666666667,46.5,1.5,0
19/03/2018,8968,8.020833333333334,68.75,2.379166666666667,0
19/04/2018,17730,13.7875,37.541666666666664,1.925,0
19/05/2018,30994,17.266666666666666,47.083333333333336,1.5375,0
19/06/2018,35349,22.59166666666667,61.166666666666664,1.7541666666666667,0
19/07/2018,27820,28.558333333333334,64.25,1.7208333333333334,0
19/08/2018,24547,27.8625,50.583333333333336,1.225,0
19/09/2018,0,22.204166666666666,59.75,0.9500000000000001,0
19/10/2018,27437,13.095833333333333,54.416666666666664,1.4875,0
19/11/2018,18956,6.704166666666667,53.291666666666664,1.375,0
19/12/2017,4334,-3.533333333333333,50.208333333333336,2.1708333333333334,2.316666666666667
2/1/18,6446,-1.4916666666666667,43.708333333333336,1.7666666666666666,0
2/10/18,0,15.783333333333333,60.791666666666664,1.6291666666666667,0
2/11/18,24077,10.504166666666666,54.125,1.1291666666666667,0
2/12/17,8523,1.325,61.958333333333336,1.7125,0
2/2/18,5954,-2.6458333333333335,48.708333333333336,1.6416666666666666,0
2/3/18,8433,-1.1458333333333333,36.375,1.6416666666666666,0
2/4/18,21585,18.216666666666665,65.54166666666667,2.0041666666666664,0
2/5/18,7448,16.070833333333333,88.95833333333333,1.8583333333333334,0
2/6/18,30693,23.5125,43.875,1.9416666666666667,0
2/7/18,5240,22.4375,95.41666666666667,0.7958333333333333,0
2/8/18,20693,33.74166666666667,53.416666666666664,1.5375,0
2/9/18,26881,24.9875,54.541666666666664,1.5041666666666667,0
20/01/2018,5576,2.2625,58.458333333333336,1.5666666666666667,0
20/02/2018,7955,1.0958333333333332,44.916666666666664,2.4541666666666666,0
20/03/2018,11515,5.041666666666667,40.583333333333336,3.4583333333333335,0
20/04/2018,22593,18.0625,45.791666666666664,1.3208333333333333,0
20/05/2018,27829,17.0625,33.833333333333336,1.3875,0
20/06/2018,34639,22.695833333333333,67.25,2.4875,0
20/07/2018,26699,29.404166666666665,63.416666666666664,1.4291666666666667,0
20/08/2018,26827,28.954166666666666,55.791666666666664,1.975,0
20/09/2018,14282,19.05,80.20833333333333,1.7416666666666667,0
20/10/2018,25355,13.408333333333333,53.625,1.075,0
20/11/2018,19127,6.233333333333333,36.458333333333336,1.8625,0
20/12/2017,4568,-4.291666666666667,65.5,1.1125,2.0125
21/01/2018,4973,0.39166666666666666,37.583333333333336,1.1333333333333333,0
21/02/2018,7491,-0.9166666666666666,30,2.3375,0
21/03/2018,7384,2.1291666666666664,59.625,1.75,0
21/04/2018,24404,18.6625,35.333333333333336,1.8291666666666666,0
21/05/2018,31236,17.6875,31.458333333333332,1.4375,0
21/06/2018,34621,23.641666666666666,60.958333333333336,2.154166666666667,0
21/07/2018,21283,30.529166666666665,55.25,1.4708333333333334,0
21/08/2018,25133,26.775,70.16666666666667,2.7583333333333333,0
21/09/2018,18266,19.366666666666667,85.54166666666667,1.3333333333333333,0
21/10/2018,23906,13.366666666666667,50.083333333333336,1.1083333333333334,0
21/11/2018,15732,6.245833333333334,60.75,1.075,0
21/12/2017,5734,-0.8458333333333333,73.08333333333333,1.2166666666666666,1.6208333333333333
22/01/2018,4503,0.44166666666666665,53.208333333333336,1.4083333333333332,0.25833333333333336
22/02/2018,7712,0.9916666666666666,56,2.0708333333333333,0
22/03/2018,14007,4.8500000000000005,62.25,2.2291666666666665,0
22/04/2018,6852,16.033333333333335,52.541666666666664,1.0666666666666667,0
22/05/2018,13790,18.195833333333333,60.458333333333336,1.0541666666666667,0
22/06/2018,34079,24.6875,47.916666666666664,1.7291666666666667,0
22/07/2018,18563,31.55,50.916666666666664,1.3958333333333333,0
22/08/2018,26072,30.21666666666667,56.75,1.1458333333333333,0
22/09/2018,26398,21.008333333333333,63.416666666666664,1.7333333333333334,0
22/10/2018,26075,13.987499999999999,49.541666666666664,0.9416666666666667,0
22/11/2018,16496,2.6458333333333335,35.375,2.325,0
22/12/2017,7184,2.7583333333333333,67.08333333333333,1,0.3208333333333333
23/01/2018,3981,-10.916666666666666,44.541666666666664,3.675,0.9708333333333333
23/02/2018,5797,3.95,80.91666666666667,1.9166666666666667,1.8625
23/03/2018,14969,6.075,57.208333333333336,1.9375,0
23/04/2018,977,9.425,93.79166666666667,2.2083333333333335,0
23/05/2018,27674,17.454166666666666,62,2.7,0
23/06/2018,31949,24.570833333333333,47.583333333333336,1.9416666666666667,0
23/07/2018,24890,31.616666666666667,52.833333333333336,1.8916666666666666,0
23/08/2018,15958,29.6,58.25,1.6625,0
23/09/2018,20060,19.4125,54.833333333333336,1.5958333333333334,0
23/10/2018,21601,12.495833333333334,71.625,1.2583333333333333,0
23/11/2018,16314,1.6833333333333333,30.583333333333332,1.4916666666666667,0
23/12/2017,6624,6.129166666666666,75.58333333333333,1.1583333333333334,0
24/01/2018,3154,-14.083333333333334,30.791666666666668,3.3958333333333335,0.8208333333333333
24/02/2018,6356,2.7625,52.666666666666664,2.3125,0
24/03/2018,12243,7.479166666666667,59.708333333333336,2.2041666666666666,0
24/04/2018,20144,12.195833333333333,65.20833333333333,1.4125,0
24/05/2018,28781,17.958333333333332,47.083333333333336,2.2583333333333333,0
24/06/2018,27028,25.145833333333332,62.125,1.9041666666666668,0
24/07/2018,24635,31.433333333333334,58.5,1.525,0
24/08/2018,11658,24.633333333333333,84.58333333333333,2.4291666666666667,0
24/09/2018,17259,17.820833333333333,47.458333333333336,2.154166666666667,0
24/10/2018,26418,12.575,67.04166666666667,1.2708333333333333,0
24/11/2018,6477,2.4,69.91666666666667,1.7541666666666667,3.279166666666667
24/12/2017,2014,3.4583333333333335,82.79166666666667,1.825,0
25/01/2018,3113,-14.004166666666666,33.416666666666664,2.870833333333333,0.5916666666666667
25/02/2018,6500,1.9166666666666667,39.291666666666664,1.7958333333333334,0
25/03/2018,10963,9.625,65.83333333333333,1.7625,0
25/04/2018,26285,14.245833333333334,38.791666666666664,1.4708333333333332,0
25/05/2018,29057,19.754166666666666,47.291666666666664,1.7625,0
25/06/2018,32702,26.720833333333335,58.458333333333336,1.1458333333333333,0
25/07/2018,25918,30.291666666666668,65.16666666666667,2.4541666666666666,0
25/08/2018,27302,25.216666666666665,68.79166666666667,2.5541666666666667,0
25/09/2018,23350,17.491666666666667,48.75,1.1,0
25/10/2018,27258,13.575,57.791666666666664,0.9333333333333333,0
25/11/2018,11212,4.8625,76.95833333333333,0.9666666666666667,1.725
25/12/2017,3966,-2.091666666666667,43.375,2.7,0
26/01/2018,2931,-14.7375,33.916666666666664,2.5166666666666666,0.42916666666666664
26/02/2018,9247,2.725,45.958333333333336,1.3666666666666667,0
26/03/2018,13084,10.8,65.5,1.9916666666666667,0
26/04/2018,25670,15.0875,50.083333333333336,1.8708333333333333,0
26/05/2018,28079,21.479166666666668,50.25,1.4166666666666667,0
26/06/2018,5200,22.904166666666665,84.125,2.225,0
26/07/2018,24915,29.995833333333334,68.91666666666667,1.4375,0
26/08/2018,19310,23.308333333333334,70.16666666666667,1.3,0
26/09/2018,28018,19.425,47.625,1.7375,0
26/10/2018,13377,12.516666666666666,72.66666666666667,1.6666666666666667,0
26/11/2018,17162,6.320833333333333,70.5,1.0291666666666668,0.12083333333333333
26/12/2017,5605,-3.2666666666666666,43.583333333333336,2.8625,0
27/01/2018,2693,-10.429166666666667,38.291666666666664,1.5333333333333334,0.18333333333333332
27/02/2018,8862,4.008333333333334,47,0.9,0
27/03/2018,14710,13.083333333333334,60.25,1.6,0
27/04/2018,25861,15.575,51.708333333333336,1.7041666666666666,0
27/05/2018,28991,20.5875,42.125,1.925,0
27/06/2018,29755,22.1875,83,1.9625000000000001,0
27/07/2018,23275,30.7625,69.45833333333333,1.7125,0
27/08/2018,14435,22.425,91,0.8625,0
27/09/2018,30789,18.791666666666668,47.125,1.2375,0
27/10/2018,18398,8.908333333333333,50.041666666666664,3.370833333333333,0
27/11/2018,16282,7.066666666666666,68,1.35,0
27/12/2017,5351,-6.995833333333334,31.125,1.9541666666666666,0
28/01/2018,2828,-6.033333333333333,34.708333333333336,2.625,0
28/02/2018,3820,4.85,70.08333333333333,2.1041666666666665,0
28/03/2018,17295,13.966666666666667,65.70833333333333,2.1875,0
28/04/2018,24940,15.508333333333333,50.5,2.025,0
28/05/2018,31020,21.970833333333335,40,1.5458333333333334,0
28/06/2018,21647,23.3875,83.45833333333333,1.1666666666666667,0
28/07/2018,16880,29.820833333333333,76.29166666666667,1.2416666666666667,0
28/08/2018,9092,23.816666666666666,91.875,0.9875,0
28/09/2018,0,17.525,57.291666666666664,1.2958333333333334,0
28/10/2018,11589,8.4125,75.16666666666667,1.4291666666666667,0
28/11/2018,16524,5.304166666666666,25.791666666666668,1.6958333333333333,0
28/12/2017,6594,-2.5791666666666666,45.041666666666664,1.3541666666666667,0
29/01/2018,4088,-8.525,36.25,2.720833333333333,0
29/03/2018,17450,15.545833333333334,66.79166666666667,1.6958333333333333,0
29/04/2018,25349,15.870833333333334,43.125,1.9,0
29/05/2018,24355,21.5375,66.41666666666667,1.8708333333333333,0
29/06/2018,30297,24.6625,79.25,1.475,0
29/07/2018,18190,31.224999999999998,53.666666666666664,1.2458333333333333,0
29/08/2018,9184,25.0125,86.58333333333333,2.4333333333333336,0
29/09/2018,31447,20.075,55.416666666666664,1.025,0
29/10/2018,19877,7.395833333333333,59.25,2.1166666666666667,0
29/11/2018,16423,3.3041666666666667,38,1.2125,0
29/12/2017,7663,2.1958333333333333,65,1.175,0
3/1/18,6512,-4.479166666666667,41.166666666666664,2.125,0
3/10/18,30349,17.241666666666667,59.125,1.2,0
3/11/18,0,11.258333333333333,56.458333333333336,1.2375,0
3/12/17,7222,4.875,81.54166666666667,1.6125,0
3/2/18,3290,-6.616666666666666,48.916666666666664,3.7958333333333334,0.09166666666666666
3/3/18,12191,7.179166666666666,33.541666666666664,1.5958333333333334,0
3/4/18,21015,17.958333333333332,70.29166666666667,2.1125,0
3/5/18,21027,11.016666666666667,64.95833333333333,2.783333333333333,0
3/6/18,29761,23.7125,41.166666666666664,1.6916666666666667,0
3/7/18,29293,27.116666666666667,75.5,0.7833333333333333,0
3/8/18,20794,33.2125,56.125,1.7916666666666667,0
3/9/18,10802,23.604166666666668,82.25,1.0625,0
30/01/2018,3360,-5.9125,58.666666666666664,1.2541666666666667,0.8083333333333333
30/03/2018,19301,14.670833333333334,55.041666666666664,1.7791666666666668,0
30/04/2018,25462,18.833333333333332,60.375,1.5875,0
30/05/2018,30372,20.5375,69.75,1.775,0
30/06/2018,20479,24.35,83.08333333333333,0.9125,0
30/07/2018,23695,31.5625,50.333333333333336,1.2291666666666667,0
30/08/2018,20959,25.45,81.70833333333333,1.8375,0
30/09/2018,0,17.916666666666668,53.791666666666664,2.025,0
30/10/2018,20822,5.891666666666667,49.833333333333336,1.5333333333333334,0
30/11/2018,16297,2.7625,47.208333333333336,1.4333333333333333,0
30/12/2017,4027,1.3125,77.75,0.9375,0
31/01/2018,3830,-2.1875,57.166666666666664,1.7125,2.7
31/03/2018,19247,13.941666666666666,54.041666666666664,1.8958333333333333,0
31/05/2018,31681,20.525,61.208333333333336,1.9416666666666667,0
31/07/2018,22897,32.525,49.625,1.3833333333333333,0
31/08/2018,27817,25.558333333333334,67.16666666666667,1.6,0
31/10/2018,21545,7.529166666666667,55,1.6666666666666667,0
31/12/2017,3423,0.0875,59.083333333333336,2.3208333333333333,0.5958333333333333
4/1/18,6453,-4.8,44.125,1.375,0
4/10/18,0,18.895833333333332,56.833333333333336,1.2875,0
4/11/18,20471,11.666666666666666,54.75,1.3833333333333333,0
4/12/17,8729,-0.30416666666666664,52.5,3.45,0
4/2/18,2487,-9.520833333333334,41,3.0625,0
4/3/18,4688,9.833333333333334,89,1.2291666666666667,0
4/4/18,19995,13.7375,70.08333333333333,1.825,0
4/5/18,26670,13.8375,46.833333333333336,2.6875,0
4/6/18,33257,22.883333333333333,47.666666666666664,1.7583333333333333,0
4/7/18,31781,27.4625,69.33333333333333,1.6583333333333334,0
4/8/18,18363,31.195833333333333,59.041666666666664,2.4541666666666666,0
4/9/18,29529,23.254166666666666,71.625,2.1666666666666665,0
5/1/18,6967,-2.9125,48.541666666666664,1.6583333333333334,0
5/10/18,4522,17.095833333333335,81.33333333333333,1.7708333333333333,0
5/11/18,23472,11.8625,66.875,1.0625,0
5/12/17,8307,-4.458333333333333,36.416666666666664,1.1083333333333334,0
5/2/18,3932,-9.4,37.958333333333336,3.0666666666666664,0
5/3/18,8597,6.0375,68.58333333333333,1.9166666666666667,0
5/4/18,2596,7.795833333333333,87.33333333333333,1.9875,0
5/5/18,25353,17.729166666666668,46.791666666666664,2.725,0
5/6/18,33424,23.566666666666666,52.208333333333336,1.7291666666666667,0
5/7/18,28182,25.391666666666666,74.70833333333333,1.1958333333333333,0
5/8/18,17415,29.833333333333332,73.20833333333333,2.654166666666667,0
5/9/18,31114,23.8375,61.791666666666664,2.5041666666666664,0
6/1/18,5180,-2.7541666666666664,45.666666666666664,1.4791666666666667,0
6/10/18,16037,18.020833333333332,84.16666666666667,2.1916666666666664,0
6/11/18,0,12.1375,69.79166666666667,0.9083333333333333,0
6/12/17,6669,0.0458333333333333,70.79166666666667,0.6958333333333333,0.35833333333333334
6/2/18,3988,-10.008333333333333,35.541666666666664,3.1791666666666667,0
6/3/18,12003,4.2875,49.458333333333336,1.5458333333333334,0
6/4/18,11520,6.304166666666667,74.04166666666667,3.0375,0
6/5/18,14556,16.916666666666668,84.04166666666667,1.1,0
6/6/18,30498,23.09166666666667,60.375,2.0875,0
6/7/18,33676,24.0625,58.416666666666664,1.85,0
6/8/18,19171,30.725,71.70833333333333,1.6041666666666667,0
6/9/18,27838,24.25,70.79166666666667,1.8958333333333333,0
7/1/18,4714,-1.2083333333333333,43.083333333333336,0.8125,0
7/10/18,27614,16.7625,58.125,1.7083333333333333,0
7/11/18,16525,12.779166666666667,80.16666666666667,1.125,0
7/12/17,8549,1.0916666666666666,67.54166666666667,1.6916666666666667,0.43333333333333335
7/2/18,4697,-8.325,40,1.6166666666666667,0
7/3/18,11170,6.191666666666666,50.666666666666664,1.7166666666666666,0
7/4/18,11159,4.208333333333333,46,4,0
7/5/18,28140,18.991666666666667,62.708333333333336,1.2041666666666666,0
7/6/18,32002,22.295833333333334,69.29166666666667,1.9416666666666667,0
7/7/18,31076,23.7625,51.75,1.575,0
7/8/18,23806,30.516666666666666,62.458333333333336,1.425,0
7/9/18,30381,22.158333333333335,56.875,2.4791666666666665,0
8/1/18,5711,1.4208333333333334,49.333333333333336,1.75,0.1875
8/10/18,29362,14.720833333333333,46.458333333333336,1.1125,0
8/11/18,1721,11.7125,91.54166666666667,1.8833333333333333,0
8/12/17,8032,-3.825,41.75,1.85,0
8/2/18,5613,-4.5875,44.75,1.2,0
8/3/18,7711,4.729166666666667,77.79166666666667,2.033333333333333,0
8/4/18,6666,3.8125,56.958333333333336,1.7333333333333334,0
8/5/18,26429,17.758333333333333,52.083333333333336,1.7041666666666666,0
8/6/18,35103,21.741666666666667,68.45833333333333,2.0625,0
8/7/18,30080,23.004166666666666,50.583333333333336,1.5208333333333333,0
8/8/18,23880,30.920833333333334,65.79166666666667,1.9333333333333333,0
8/9/18,29813,21.691666666666666,48.666666666666664,1.6666666666666667,0
9/1/18,5500,-3.870833333333333,58.583333333333336,2.975,0.45
9/10/18,0,15,52.625,1.1375,0
9/11/18,0,12.029166666666667,70.75,3.0541666666666667,0
9/12/17,7233,-0.8458333333333333,46,1.0791666666666666,0
9/2/18,6268,-0.05416666666666668,42.458333333333336,1.0958333333333334,0
9/3/18,11642,4.604166666666667,62.041666666666664,1.5125,0
9/4/18,19082,7.479166666666667,60.291666666666664,1.05,0
9/5/18,28895,15.458333333333334,50.041666666666664,1.6958333333333333,0
9/6/18,25911,23.683333333333334,61.291666666666664,1.3833333333333333,0
9/7/18,6191,21.020833333333332,79.625,1.0875,0
9/8/18,21644,28.96666666666667,76.16666666666667,1.6625,0
9/9/18,28354,21.958333333333332,49.458333333333336,1.2333333333333334,0
